Title,DOI,Right Hypothesis,EvoAge,Escargot,BioChatter
Poliumoside attenuates endothelial senescence and atherosclerosis by regulating MKRN2-mediated autophagy via the PI3K/AKT/ mTOR pathway,https://doi.org/10.1016/j.intimp.2026.116211,"The natural compound Poliumoside (Pol) interacts with MKRN2 and inhibits PI3K/AKT/mTOR pathway phosphorylation. This molecular regulation promotes autophagic function and inhibits oxidative stress. Consequently, this targeted cascade directly inhibits endothelial cellular senescence and inhibits the senescence-associated secretory phenotype (SASP). Ultimately, this anti-senescence intervention inhibits atherosclerotic lesion progression and promotes vascular health.",weak_support,no_support,no_support
Systemic deficits in lipid homeostasis promote aging-associated impairments in B cell progenitor development,https://doi.org/10.1007/s11357-025-01594-w,"The targeted preservation of ELOVL2 enzymatic activity promotes polyunsaturated fatty acid biosynthesis and inhibits the age-related deterioration of cellular membrane fluidity. This metabolic regulation promotes CD79B expression and inhibits the systemic depletion of lymphoid-committed progenitor cells. Consequently, this targeted cascade directly inhibits hematopoietic stem and progenitor cell senescence and inhibits the pathological shift toward myeloid lineage bias. Ultimately, this anti-senescence intervention inhibits accelerated immune aging and age-associated lymphoproliferative neoplasms, and promotes lifelong hematological homeostasis.",partial_support,no_support,no_support
Curcumin controls the senescence of adipose-derived mesenchymal stem cells via the FoxO3/autophagy signaling pathway to enhance joint homeostasis for osteoarthritis therapy,https://doi.org/10.1186/s13287-025-04836-y,"The pharmacological pretreatment of adipose tissue-derived mesenchymal stem cells (ADSCs) with curcumin promotes FoxO3-dependent signaling and promotes Becn1-mediated autophagy. This molecular regulation inhibits reactive oxygen species (ROS) accumulation and promotes cellular regenerative capacity. Consequently, this targeted cascade directly inhibits ADSC cellular senescence and inhibits synovial inflammation and subchondral bone deterioration. Ultimately, this anti-senescence intervention inhibits osteoarthritis progression and promotes comprehensive joint homeostasis.",support,no_support,no_support
Fisetin Supplementation Attenuates Premature Vascular Aging Induced by Doxorubicin via Suppression of Cellular Senescence and Mitochondrial Oxidative Stress,https://doi.org/10.1111/acel.70535,"The targeted administration of the natural senolytic fisetin inhibits mitochondrial oxidative stress and promotes the bioavailability of the vasodilatory molecule nitric oxide (NO). This metabolic regulation inhibits the systemic expression of the senescence-associated secretory phenotype (SASP) and inhibits vascular endothelial cell senescence. Consequently, this targeted cascade directly inhibits doxorubicin-induced aortic stiffening and inhibits vascular endothelial dysfunction. Ultimately, this anti-senescence intervention inhibits premature vascular aging and promotes robust cardiovascular structural integrity and overall vascular health.",weak_support,no_support,no_support
Hesperetin Alleviates Bleomycin-Induced Pulmonary Fibrosis by Modulating Cellular Senescence and Promoting Impaired Autophagy in a CISD2-Dependent Manner,https://doi.org/10.1096/fj.202502311r,"The pharmacological agent hesperetin promotes CISD2-dependent signaling and promotes Nrf2 pathway activation. This molecular regulation promotes BECN1-mediated autophagic function and inhibits oxidative stress. Consequently, this targeted cascade directly inhibits cellular senescence and inhibits pathological fibrotic remodeling in the lung. Ultimately, this anti-senescence intervention inhibits bleomycin-induced pulmonary fibrosis progression and promotes respiratory health.",support,weak_support,no_support
ZNF512B safeguards genome integrity at regulatory regions to repress the SASP and inflammation,10.1016/j.stem.2026.05.009,"The targeted preservation or overexpression of the zinc-finger protein ZNF512B promotes NuRD complex recruitment to damaged chromatin and promotes preferential DNA repair at regulatory genomic regions. This molecular regulation inhibits DNA damage accumulation and inhibits cGAS-STING signaling pathway activation. Consequently, this targeted cascade directly inhibits inflammatory transcriptional reprogramming and inhibits the senescence-associated secretory phenotype (SASP). Ultimately, this anti-senescence intervention inhibits age-related inflammatory pathologies and promotes genomic integrity and tissue homeostasis.",support,no_support,no_support
Multiomic single-cell perturbation screens reveal critical lncRNA regulators of senescence,https://doi.org/10.1038/s43587-026-01100-7,"The targeted preservation or overexpression of the long noncoding RNA HOTAIRM1 promotes cooperative interactions with BANF1 and p53 within condensates and promotes stable DNA repair at double-strand break loci. This molecular regulation inhibits DNA damage accumulation and promotes cellular proliferation. Consequently, this targeted cascade directly inhibits p53-mediated cellular senescence and inhibits age-related tissue damage. Ultimately, this anti-senescence intervention inhibits pathological pulmonary fibrosis and promotes tissue regenerative capacity and homeostasis.",weak_support,weak_support,no_support
cTAGE5/MEA6 Regulates LBR Localization to Maintain Nuclear Envelope Integrity and Safeguard Against Aging,https://doi.org/10.1111/acel.70185 ,"The targeted preservation or expression of cTAGE5 promotes the stable localization of the lamin B receptor (LBR) to the inner nuclear membrane and promotes nuclear envelope integrity. This molecular regulation inhibits the activation of the P53/P21 signaling pathway and promotes normal cellular proliferation. Consequently, this targeted cascade directly inhibits cellular senescence and inhibits abnormal nuclear morphological changes. Ultimately, this anti-senescence mechanism inhibits premature organismal aging and promotes developmental viability and tissue homeostasis.",no_support,no_support,no_support
p16Ink4a-Positive Hepatocytes Drive Liver Fibrosis Through Activation of LIFR Family Pathway,https://doi.org/10.1002/advs.202510562,"Elimination of p16Ink4a positive senescent hepatocytes or pharmacological inhibition of LIFR signaling inhibits Ctf1/Lif-mediated STAT3 phosphorylation. This molecular regulation inhibits hepatic stellate cell activation and inhibits the senescence-associated fibrogenic response. Consequently, this targeted cascade directly inhibits the hepatic cellular senescence burden and inhibits pathological fibrotic tissue remodeling. Ultimately, this anti-senescence intervention inhibits injury-induced liver fibrosis progression and promotes hepatic structural homeostasis.",weak_support,partial_support,no_support
Human cGAS Drives LINE-1 Transcriptional Activation to Trigger MAVS-Dependent Cellular Senescence,https://doi.org/10.1111/acel.70484,"The targeted inhibition of cGAS signaling inhibits the upregulation of the transcriptional regulators CTCF and RUNX3. This molecular regulation inhibits L1 retrotransposon transcription and inhibits subsequent MAVS RNA-sensing pathway activation. Consequently, this targeted cascade directly inhibits MAVS-mediated cellular senescence and inhibits sterile inflammation. Ultimately, this anti-senescence intervention inhibits age-related cellular decline and promotes somatic genomic integrity and overall cellular homeostasis.",no_support,no_support,no_support
Necroptosis induced by MLKL overexpression in liver triggers cellular senescence and leads to chronic inflammation and fibrosis,https://doi.org/10.1007/s11357-025-01994-y,"The targeted overexpression of the MLKL gene promotes necroptosis and subsequent hepatocyte cell death. This molecular regulation triggers the release of DAMPs and induces cellular senescence via the upregulation of p16INK4A and p21. Consequently, this targeted cascade directly stimulates the secretion of SASP factors and exacerbates sterile inflammation. Ultimately, this MLKL-driven intervention promotes liver fibrosis and compromises overall hepatic homeostasis.",partial_support,no_support,no_support
Myeloid-Derived CD38 Mediates Age-Related Endometrial Aging Through NAD+ Depletion,https://doi.org/10.1111/acel.70356,"The myeloid-derived CD38 activates the depletion of NAD+ metabolism in the peri-implantation uterus. This molecular regulation promotes stromal cell senescence and inhibits uterine receptivity. Consequently, this targeted cascade promotes age-related implantation failure and inhibits healthy reproductive outcomes. Ultimately, this CD38-mediated metabolic decline promotes endometrial aging and inhibits overall uterine homeostasis.",support,no_support,no_support
Brain senescence drives sarcopenia-like transcriptomic remodeling in skeletal muscle,https://doi.org/10.1007/s11357-026-02205-y,"Brain senescence activates the expression of FOXO1, FOXO3, KLF15, and STAT3 in skeletal muscle. This molecular regulation inhibits mitochondrial organization and promotes muscle catabolism. Consequently, this targeted cascade promotes sarcopenia-like transcriptomic remodeling and inhibits overall skeletal muscle function. Ultimately, this senescence-mediated metabolic decline promotes systemic aging and inhibits peripheral muscle homeostasis.",partial_support,no_support,no_support
DNA-PK-mediated phosphorylation of STAT6 establishes a non-canonical type 2 immunity axis to prevent macrophage senescence,https://doi.org/10.1038/s41467-026-69996-8,"The targeted intervention via DNA-PK signaling activates the stabilization of STAT6 in macrophages. This molecular regulation promotes DNA repair and inhibits macrophage senescence. Consequently, this targeted cascade inhibits tissue fibrosis and promotes systemic healthy aging. Ultimately, this pathway-mediated stability inhibits inflammaging and promotes overall cellular homeostasis.",partial_support,no_support,no_support
Resveratrol Attenuates H2O2-induced Aging and Apoptosis in Mouse Hippocampal Neuron HT22 Cells by Activating Autophagy via the SIRT1/FoxO1 Signaling Pathway,https://doi.org/10.1007/s12035-025-05489-x,"The targeted intervention via Resveratrol activates the expression of SIRT1 in hippocampal neurons. This molecular regulation promotes Autophagy and inhibits cellular apoptosis. Consequently, this targeted cascade inhibits H2O2-induced aging and promotes overall neuronal survival. Ultimately, this pathway-mediated stability inhibits brain aging and promotes central nervous system homeostasis.",support,partial_support,no_support
Meiotic cohesion requires Sirt1 and preserving its activity in aging oocytes reduces missegregation,https://doi.org/10.1038/s44319-025-00634-y,"The targeted intervention via SRT1720 activates the signaling of SIRT1 in oocytes. This molecular regulation promotes accurate chromosome segregation and inhibits premature loss of meiotic cohesion. Consequently, this targeted cascade inhibits age-dependent segregation errors and promotes overall reproductive success. Ultimately, this pathway-mediated stability inhibits oocyte aging and promotes chromosomal homeostasis.",support,no_support,no_support
Metformin Attenuates ox-LDL-Induced Macrophage Senescence and Inflammation via NR4A1-Mediated Mitophagy Regulation,https://doi.org/10.1111/bcpt.70188,"The targeted intervention via Metformin inhibits the expression of NR4A1 in macrophages. This molecular regulation inhibits excessive mitophagy and promotes mitochondrial membrane potential. Consequently, this targeted cascade inhibits cellular senescence markers and inhibits the secretion of inflammatory cytokines. Ultimately, this pathway-mediated stability inhibits atherosclerosis progression and promotes overall mitochondrial health.",weak_support,no_support,no_support
The role of miR-217/SIRT1 Axis in modulating the NLRP3 Inflammasome in the naturally aging thoracic aorta and in endothelial cells undergoing senescence induced by H2O2,https://doi.org/10.1016/j.intimp.2025.115570,"Resveratrol activates the expression of SIRT1 in endothelial cells. This molecular regulation inhibits the NLRP3 inflammasome and promotes endothelial function. Consequently, this targeted cascade inhibits cellular senescence and inhibits the secretion of reactive oxygen species. Ultimately, this pathway-mediated stability inhibits vascular aging and promotes overall vascular health.",weak_support,no_support,no_support
All-trans Retinoic Acid regulates cellular senescence of mouse embryonic palatal mesenchyme (MEPM) cells in developing cleft palates,https://doi.org/10.1016/j.reprotox.2025.109030,"The targeted intervention via All-trans Retinoic Acid activates the expression of p53 in embryonic palatal mesenchyme cells. This molecular regulation promotes cellular senescence and inhibits cell proliferation. Consequently, this targeted cascade promotes palatal fusion failure and inhibits normal craniofacial development. Ultimately, this pathway-mediated disruption promotes the development of cleft palate and inhibits overall structural homeostasis.",partial_support,no_support,no_support
Decreased Glucose Metabolism and Declined Chaperones Are Unique Features Required for the Survival of Senescent Fibroblasts and Pyruvate Dehydrogenase Is a Potent Senolytic Target,https://doi.org/10.1111/acel.70434,"The targeted intervention via PDH inhibitors inhibits the activity of pyruvate dehydrogenase in senescent fibroblasts. This molecular regulation inhibits the TCA cycle and promotes the selective elimination of senescent cells. Consequently, this targeted cascade inhibits the maintenance of senescence and inhibits age-related physical dysfunctions. Ultimately, this pathway-mediated stability inhibits systemic aging and promotes overall cellular homeostasis.",weak_support,no_support,no_support
Increased WNT10B/FOXO6 signaling promotes cell fate transition in renal tubular cells to aggravate renal inflammation and fibrosis,https://doi.org/10.1038/s41467-026-71553-2,"The targeted intervention via WNT10B inhibition inhibits the activity of FOXO6 in renal tubular cells. This molecular regulation inhibits glycolysis and promotes metabolic homeostasis. Consequently, this targeted cascade inhibits cellular senescence and inhibits the secretion of proinflammatory cytokines. Ultimately, this pathway-mediated stability inhibits chronic kidney disease progression and promotes overall renal health",weak_support,no_support,no_support
Betulinic Acid Attenuates Vascular Smooth Muscle Cell Senescence and Aortic Vascular Aging via PPAR-α/CPT1A-Mediated Fatty Acid Oxidation,https://doi.org/10.1177/15491684261429991,"Betulinic acid inhibits the activity of PPAR-alpha in smooth muscle cells. This molecular regulation inhibits fatty acid oxidation and promotes mitochondrial function. Consequently, this targeted cascade inhibits cellular senescence and inhibits reactive oxygen species generation. Ultimately, this pathway-mediated stability inhibits vascular aging and promotes overall vascular homeostasis.",weak_support,no_support,no_support
Sirt3 Genetically Engineered Apoptotic Bodies Alleviate Skeletal Aging by Limiting Aggravated NLRP3 Inflammasome Activation of Senescent Macrophages,https://doi.org/10.1002/advs.202517554,"Sirt3 inhibits the activity of NLRP3 in macrophages. This molecular regulation inhibits the NLRP3 inflammasome and promotes bone mass. Consequently, this targeted cascade inhibits cellular senescence and inhibits the secretion of inflammatory cytokines. Ultimately, this pathway-mediated stability inhibits skeletal aging and promotes overall bone homeostasis",support,no_support,no_support
A serum-free adipose-conditioned medium delays stem cell senescence and maintains tissue homeostasis via IL-6/STAT3 axis suppression,https://doi.org/10.1186/s13287-025-04721-8,"SF-ACM inhibits the activity of STAT3 in mesenchymal stem cells. This molecular regulation inhibits the IL-6/STAT3 signaling pathway and promotes tissue regeneration. Consequently, this targeted cascade inhibits cellular senescence and inhibits the expression of aging-associated phenotypes. Ultimately, this pathway-mediated stability inhibits tissue-level aging and promotes overall tissue homeostasis.",no_support,support,no_support
Short-Term Rapamycin Mitigates the Senescence of Ovaries and Somatic Stem Cells in Multiple Organs in Reproductively Aged Mice,https://doi.org/10.1096/fj.202504132r,"The targeted intervention via Rapamycin inhibits the activity of mTOR in ovarian and somatic tissues. This molecular regulation inhibits cytoplasmic translation and promotes stem cell function. Consequently, this targeted cascade inhibits cellular senescence and inhibits oxidative damage. Ultimately, this pathway-mediated stability inhibits systemic aging phenotypes and promotes overall tissue homeostasis.",support,no_support,no_support
A Non-Canonical Role for Hepatocyte MLKL in Promoting Mitochondrial Dysfunction and Senescence in the Aging Liver,https://doi.org/10.1111/acel.70618,"MLKL inhibition inhibits the activity of MLKL in hepatocytes. This molecular regulation inhibits mitochondrial dysfunction and promotes mitochondrial respiration. Consequently, this targeted cascade inhibits cellular senescence and inhibits the secretion of pro-inflammatory extracellular vesicles. Ultimately, this pathway-mediated stability inhibits liver inflammaging and promotes overall hepatic homeostasis.",no_support,no_support,no_support
Extracellular matrix-associated molecules of senescent cells induce a senescence phenotype in proliferative cells via TGF-β signaling pathway,https://doi.org/10.1016/j.biomaterials.2026.124117,"TGFBR1 inhibition inhibits the activity of TGF-beta in endothelial cells. This molecular regulation inhibits the TGF-beta signaling pathway and promotes endothelial proliferation. Consequently, this targeted cascade inhibits cellular senescence and inhibits the accumulation of senescence markers. Ultimately, this pathway-mediated stability inhibits vascular aging and promotes overall vascular homeostasis.",no_support,no_support,no_support
Apelin-13 activates TFEB-mediated autophagy via AMPK to attenuate senescence and pyroptosis in nucleus pulposus cells during intervertebral disc degeneration,https://doi.org/10.1016/j.mad.2025.112147,"The targeted intervention via Apelin-13 activates the activity of TFEB in nucleus pulposus cells. This molecular regulation promotes autophagy and inhibits cellular pyroptosis. Consequently, this targeted cascade inhibits IL1B-induced senescence and promotes extracellular matrix integrity. Ultimately, this pathway-mediated stability inhibits disc degeneration and promotes overall structural homeostasis.",weak_support,no_support,no_support
Senescent Factors Suppress Innate Antiviral Immunity in Aged Mice via Two Distinct Mechanisms,https://doi.org/10.1111/acel.70471,"The targeted intervention via combined blocking of SASP factors (GDF15, IGF1, IL1α, and IL6) activates the expression and activity of GSK3β (thereby restoring the TBK1-IRF3 axis and suppressing p52/RelB) in senescent cells. This molecular regulation promotes innate antiviral immunity and inhibits systemic viral susceptibility. Consequently, this targeted cascade inhibits AKT-MEK-mediated suppression of antiviral responses and promotes the transcription of antiviral genes. Ultimately, this pathway-mediated stability inhibits age-related inflammation and promotes overall immune competence to defend against viral-associated diseases in aged individuals.",weak_support,no_support,no_support
Age-associated methionine sulfoxide reductase A protects against valvular interstitial cell senescence and valvular calcification,https://doi.org/10.1007/s11357-025-01675-w,"The targeted intervention via MSRA overexpression inhibits the expression and activity of TLR2 in valvular interstitial cells. This molecular regulation inhibits NF-κB signaling and promotes normal valvular tissue maintenance. Consequently, this targeted cascade inhibits osteogenic differentiation and inhibits the accumulation of senescent markers and calcium deposition in both hydrogen peroxide-induced in vitro models and high-cholesterol in vivo models. Ultimately, this pathway-mediated stability inhibits age-associated calcific aortic valve disease pathogenesis and promotes overall cardiovascular homeostasis.",weak_support,weak_support,no_support
Senolytic Treatment With Fisetin Reverses Age-Related Endothelial Dysfunction Partially Mediated by SASP Factor CXCL12,10.1111/acel.70500,"Fisetin inhibits the expression and activity of CXCL12 in endothelial cells. This molecular regulation inhibits endothelial-to-mesenchymal transition and promotes nitric oxide bioavailability. Consequently, this targeted cascade inhibits cellular senescence and inhibits mitochondrial oxidative stress induced by the circulating SASP milieu. Ultimately, this pathway-mediated stability inhibits age-related endothelial dysfunction and promotes overall cardiovascular health.",no_support,no_support,no_support
"Loss of p62 Binding Allows TIF-IA Accumulation in Senescence, Which Promotes Phenotypic Changes to Nucleoli and the Senescence Associated Secretory Phenotype",https://doi.org/10.1111/acel.70334,"ATM inhibition inhibits the accumulation and activity of TIF-IA in the nucleus and nucleolus. This molecular regulation inhibits the senescence-associated secretory phenotype (SASP) and promotes p62-dependent homeostatic interactions. Consequently, this targeted cascade inhibits reactive oxygen species generation and inhibits the establishment of stable cellular senescence. Ultimately, this pathway-mediated stability inhibits age-related inflammatory phenotypes and promotes overall cellular homeostasis.",no_support,no_support,no_support
Ginsenoside Rg5 targets the KAT8-CISD2 axis to maintain mitochondrial homeostasis and antagonize senescence,https://doi.org/10.1016/j.phymed.2026.157923,"The targeted intervention via Ginsenoside Rg5 activates the expression and activity of KAT8 in aging models. This molecular regulation promotes mitochondrial homeostasis and inhibits STUB1-mediated ubiquitination and degradation of CISD2 at K105. Consequently, this targeted cascade promotes CISD2 acetylation at K74 and inhibits oxidative stress and mitochondrial dysfunction. Ultimately, this pathway-mediated stability inhibits cellular senescence and promotes overall lifespan extension.",no_support,no_support,no_support
The oocyte-enriched metabolite serotonin alleviates cellular senescence and aging phenotypes in the mouse,https://doi.org/10.1038/s44318-026-00832-x,"Serotonin activates the expression and activity of 5HTR1B in cellular models. This molecular regulation promotes mitochondrial function and inhibits endoplasmic reticulum stress. Consequently, this targeted cascade promotes the non-canonical serotonylation of HSP90β and inhibits the accumulation of aging-related systemic phenotypes. Ultimately, this pathway-mediated stability inhibits cellular aging and promotes overall organismal homeostasis.",no_support,no_support,no_support
ZDHHC11-mediated palmitoylation alleviates chondrocyte senescence and serves as a therapeutic target for osteoarthritis,https://doi.org/10.1038/s43587-025-00968-1,"The targeted intervention via lipid nanoparticle-based ZDHHC11 mRNA delivery activates the expression and activity of ZDHHC11 in articular chondrocytes. This molecular regulation inhibits the GATA4-P65 signaling pathway and promotes cartilage anabolism. Consequently, this targeted cascade inhibits GNB2-dependent APOD degradation and inhibits chondrocyte senescence. Ultimately, this pathway-mediated stability inhibits osteoarthritis progression and promotes overall joint homeostasis.",weak_support,no_support,no_support
Empagliflozin slows down natural kidney senescence via Six1/Wnt4/NF-κB pathway,https://doi.org/10.1007/s10522-025-10328-6,"The targeted intervention via Empagliflozin administration activates the expression and activity of Six1 in renal tubular epithelial cells. This molecular regulation inhibits NF-κB signaling and promotes normal renal tissue maintenance. Consequently, this targeted cascade inhibits cellular senescence and inhibits the accumulation of inflammatory cytokines including IL-1β and TNF-α. Ultimately, this pathway-mediated stability inhibits age-related renal impairment and promotes overall kidney homeostasis.",partial_support,no_support,no_support
Extracellular vesicles derived from senescent hepatocytes drive pan-cancer metastasis in aging,10.1038/s43587-026-01102-5,"Dasatinib and Quercetin administration inhibits the expression and activity of P2RX7 in senescent hepatocytes. This molecular regulation inhibits epithelial-mesenchymal transition and promotes the expression of target genes PTEN and LATS2 in primary tumors. Consequently, this targeted cascade inhibits extracellular vesicles biogenesis and inhibits the circulation of extracellular vesicles-encapsulated miRNAs (miR-25, miR-92a, miR-30c, and miR-30d). Ultimately, this pathway-mediated stability inhibits age-related tumor invasiveness and metastasis and promotes overall systemic homeostasis.",support,no_support,no_support
Azathioprine ameliorates cellular senescence in rhabdomyolysis-induced acute kidney injury by inhibiting the Vav1/Rac2/NF-κB pathway in macrophages,https://doi.org/10.1016/j.ejphar.2025.178441,"Azathioprine administration inhibits the expression and activity of Vav1 in macrophages. This molecular regulation inhibits NF-κB signaling and promotes normal LaminB1 integrity in tubular epithelial cells. Consequently, this targeted cascade inhibits macrophage-mediated tubular cell senescence and inhibits the elevation of senescence markers including p53, p21, p16, and SA-β-gal. Ultimately, this pathway-mediated stability inhibits rhabdomyolysis-induced acute kidney injury and promotes overall renal homeostasis.",weak_support,no_support,no_support
Reversing lysosomal dysfunction restores youthful state in aged hematopoietic stem cells,https://doi.org/10.1016/j.stem.2025.10.012,"v-ATPase inhibition inhibits the expression and activity of v-ATPase in aged hematopoietic stem cells. This molecular regulation inhibits cGAS-STING signaling and promotes the lysosomal processing of mitochondrial DNA. Consequently, this targeted cascade inhibits inflammatory and interferon-driven programs and inhibits the hyperactivation and depletion of lysosomes. Ultimately, this pathway-mediated stability inhibits hematopoietic stem cell aging and promotes overall in vivo repopulation capacity and self-renewal.",no_support,no_support,no_support
Arylsulfatase K attenuates airway epithelial cell senescence in COPD by regulating parkin-mediated mitophagy,https://doi.org/10.1016/j.redox.2025.103793,"ARSK arylsulfatase k activates the expression and activity of ARSK in the airway epithelium. This molecular regulation promotes PRKN-mediated mitophagy and promotes the site-specific phosphorylation of PRKN at serine 65. Consequently, this targeted cascade inhibits cigarette smoke-induced epithelial cellular senescence and inhibits aberrant mitochondrial dysfunction. Ultimately, this pathway-mediated stability inhibits chronic obstructive pulmonary disease pathogenesis and promotes overall pulmonary function and physiological airflow.",support,no_support,no_support
Noncanonical function of Pannexin1 promotes cellular senescence and renal fibrosis post-acute kidney injury,https://doi.org/10.1038/s41467-025-63152-4,"The targeted intervention via Panx1 deletion inhibits the expression and activity of Panx1 in renal tubular compartments. This molecular regulation inhibits aberrant ER-mitochondrial calcium signaling and promotes physiological calcium homeostasis at endoplasmic reticulum-mitochondria contact sites. Consequently, this targeted cascade inhibits mitochondrial calcium overload and inhibits irreversible cell-cycle arrest. Ultimately, this pathway-mediated stability inhibits renal fibrosis and promotes overall nephron homeostasis.",partial_support,no_support,no_support
Luteoloside alleviates bleomycin-induced pulmonary fibrosis in mice via SIRT1-mediated protective effect against alveolar epithelial cell senescence,https://doi.org/10.1038/s41598-025-21752-6,"Luteoloside administration activates the expression and activity of SIRT1 in alveolar epithelial cell compartments. This molecular regulation promotes mitochondrial quality control signaling and inhibits aberrant mitochondrial dysfunction. Consequently, this targeted cascade inhibits cellular oxidative stress and inhibits the elevation of senescence marker P21 in SPC+ epithelial cells. Ultimately, this pathway-mediated stability inhibits bleomycin-induced pulmonary fibrosis and promotes overall respiratory homeostasis.",,no_support,no_support
Restored clearance of senescent neutrophils by tissue-resident macrophages limits organ aging,https://doi.org/10.1126/science.aea3075,"Pharmacological EP2 inhibition inhibits the expression and activity of EP2 in tissue-resident macrophages. This molecular regulation inhibits PGE2-mediated immunosuppressive signaling and promotes the essential efferocytosis of senescent neutrophils. Consequently, this targeted cascade inhibits senescence-induced paracrine stress in neighboring tissues and inhibits the age-associated deterioration of mitochondrial fitness. Ultimately, this pathway-mediated stability inhibits systemic multi-organ decline, including cognitive impairment, frailty, and sarcopenia, and promotes overall physiological homeostasis during the aging process.",,no_support,no_support
Melatonin attenuates atherosclerotic plaque vulnerability through SIRT6-dependent regulation of vascular smooth muscle cells senescence,https://doi.org/10.1016/j.redox.2025.103939,"Melatonin administration activates the expression and activity of SIRT6 in vascular smooth muscle cell populations. This molecular regulation activates Nrf2 antioxidant signaling and promotes the critical structural integrity of the fibrous cap. Consequently, this targeted cascade inhibits severe oxidative stress accumulation and inhibits premature vascular smooth muscle cell senescence within the vascular wall. Ultimately, this pathway-mediated stability inhibits vulnerable atherosclerotic plaque rupture and promotes overall cardiovascular physiological homeostasis during disease progression.",,partial_support,no_support
